Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,0.003832,0.004677,0.003778,0.004677,0.004677,188362288
2021-01-02,0.004678,0.011288,0.004601,0.008747,0.008747,2819583206
2021-01-03,0.008737,0.011427,0.007754,0.007976,0.007976,2209789307
2021-01-04,0.007987,0.009321,0.006408,0.007972,0.007972,1120088916
2021-01-05,0.007971,0.008342,0.007313,0.008066,0.008066,558812719
2021-01-06,0.008068,0.008826,0.007881,0.008482,0.008482,607780279
2021-01-07,0.008472,0.008540,0.007465,0.007941,0.007941,424352509
2021-01-08,0.007941,0.008417,0.007330,0.008054,0.008054,322668472
2021-01-09,0.008043,0.008785,0.007968,0.008339,0.008339,397417101
2021-01-10,0.008338,0.008889,0.007508,0.008090,0.008090,376282452
2021-01-11,0.008089,0.008089,0.005567,0.007265,0.007265,524605404
2021-01-12,0.007261,0.007520,0.006503,0.006604,0.006604,273012290
2021-01-13,0.006604,0.007112,0.006379,0.007085,0.007085,197402104
2021-01-14,0.007087,0.008275,0.006874,0.007733,0.007733,352544292
2021-01-15,0.007727,0.008070,0.006994,0.007756,0.007756,330283542
2021-01-16,0.007754,0.007891,0.007567,0.007670,0.007670,214106984
2021-01-17,0.007668,0.007757,0.007319,0.007514,0.007514,210904885
2021-01-18,0.007516,0.007698,0.007440,0.007593,0.007593,169756931
2021-01-19,0.007595,0.007948,0.007439,0.007495,0.007495,205321594
2021-01-20,0.007493,0.007537,0.007050,0.007479,0.007479,181767261
2021-01-21,0.007480,0.007504,0.006626,0.006713,0.006713,177073600
2021-01-22,0.006711,0.007210,0.006294,0.007003,0.007003,152390796
2021-01-23,0.006999,0.007235,0.006890,0.007047,0.007047,126817317
2021-01-24,0.007046,0.007352,0.006995,0.007173,0.007173,133302829
2021-01-25,0.007172,0.007304,0.006816,0.006904,0.006904,148910873
2021-01-26,0.006903,0.006968,0.006598,0.006786,0.006786,132500939
2021-01-27,0.006787,0.006790,0.006042,0.006182,0.006182,169212651
2021-01-28,0.006181,0.028196,0.006079,0.028119,0.028119,9051546206
2021-01-29,0.036080,0.064463,0.026684,0.038855,0.038855,20929253996
2021-01-30,0.038560,0.041113,0.018528,0.023214,0.023214,7197180373
2021-01-31,0.023226,0.037309,0.022329,0.030683,0.030683,7052085451
2021-02-01,0.030566,0.035782,0.027661,0.028899,0.028899,5236424989
2021-02-02,0.028928,0.028945,0.024192,0.026187,0.026187,2567879800
2021-02-03,0.026164,0.032489,0.025910,0.030827,0.030827,2613370157
2021-02-04,0.030915,0.048218,0.029862,0.044535,0.044535,10898384473
2021-02-05,0.044329,0.044905,0.036419,0.038954,0.038954,5092767402
